date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),RH (%),SR (W/mt2),BP (mmHg)
2023-02-03,26.05177083333333,52.803125,4.548333333333333,26.796666666666667,22.248229166666665,30.7696875,5.112916666666666,0.508125,38.883854166666666,0.9515625,0.0028125,1.21,0.3970833333333333,71.625,108.8,943.5847916666668
2023-02-04,19.82302083333333,46.39235294117647,4.5359375,25.5084375,20.9715625,21.49791666666667,7.446145833333333,0.3702083333333333,38.861354166666665,1.0103125,0.0007291666666666,1.21,0.2196875,71.625,108.8,913.8344791666668
2023-02-05,16.10354166666667,65.55177083333334,4.5271875,24.531562500000003,20.00583333333333,2.980451388888889,4.519458333333334,0.2457291666666666,38.9046875,0.8112152777777778,0.0004166666666666,1.1895833333333334,0.0218402777777777,71.625,108.8,918.9798263888888
2023-02-06,51.021458333333335,66.83607142857143,4.542291666666666,25.39135416666667,20.849791666666665,5.034027777777777,7.660104166666667,0.1767708333333333,38.82114583333333,1.075208333333333,0.0009375,1.21,0.3571875,71.625,108.8,909.3939583333334
2023-02-07,44.013645833333335,67.1803125,4.524479166666667,25.421458333333334,20.896979166666668,5.203854166666667,11.839201388888888,0.3614583333333334,38.861875000000005,1.0302083333333334,0.000625,1.21,0.5695833333333333,71.625,108.8,921.2963541666668
2023-02-08,34.04526315789474,63.322807017543866,4.523819444444444,24.57104166666667,20.0515625,3.5159375,12.148090277777778,0.4595833333333333,38.86166666666667,1.023125,0.0010763888888888,1.19875,0.2966666666666667,71.625,108.8,919.4482291666668
2023-02-09,34.12,63.443461538461534,4.719236111111111,24.63684027777778,19.91732638888889,3.386111111111111,9.431736111111112,0.4361805555555555,38.84017361111111,1.1690625,0.000625,1.21,0.3964583333333333,71.625,108.8,921.2016319444446
2023-02-10,31.808645833333333,59.5903125,4.585520833333333,24.70885416666667,20.12395833333333,3.656805555555556,11.2553125,0.4223958333333333,38.83416666666667,0.9978125,0.0048958333333333,1.21,0.3388541666666667,71.625,108.8,903.9945833333333
2023-02-11,33.19038888888889,61.89388888888889,4.609895833333334,25.62770833333333,21.0171875,5.480520833333333,12.823405797101447,0.4534375,38.805,1.1239583333333334,0.001875,1.188125,0.4252777777777778,71.625,108.8,901.204375
2023-02-12,32.345,65.55177083333334,4.650729166666667,25.2053125,20.553854166666667,4.825555555555556,10.476304347826089,0.4245833333333333,38.81614583333333,0.9010416666666666,0.0011458333333333,1.21,0.0921874999999999,71.625,108.8,898.6923958333333
2023-02-13,33.39078125,62.2278125,4.5465625,24.83520833333333,20.291875,4.035729166666667,10.758333333333333,0.4407291666666666,38.87010416666667,1.0508333333333333,0.0019791666666666,1.21,0.411875,71.625,108.8,894.6157291666667
2023-02-14,33.71171052631579,62.76394736842104,4.416041666666667,24.717291666666668,20.3084375,4.051354166666667,10.133166666666666,0.4635416666666667,38.85010416666667,1.1339583333333334,0.0017708333333333,1.1975,0.5359375000000001,71.625,108.8,890.9929166666667
2023-02-15,37.0559375,68.3365625,4.6111458333333335,26.18145833333333,21.570729166666663,6.615312500000001,19.31681818181818,0.4522916666666667,38.85645833333333,1.081875,0.0015624999999999,1.1981944444444446,0.5425347222222222,71.625,108.8,898.6634375
2023-02-16,35.03066666666667,64.96066666666667,4.5408333333333335,25.604375,21.062916666666663,5.540729166666666,11.783125,0.4304166666666666,38.875,1.0104166666666667,0.0030208333333333,1.21,0.4457291666666667,71.625,108.8,895.1997916666666
2023-02-17,33.6865625,62.71979166666667,4.543645833333334,26.306354166666665,21.762916666666666,6.570208333333333,12.82659722222222,0.4458333333333333,38.868229166666666,1.0473958333333333,0.0017708333333333,1.188125,0.3431521739130435,71.625,108.8,903.9902083333332
2023-02-18,33.735,62.79697916666667,4.550868055555555,27.02368055555556,22.472951388888887,7.821666666666666,11.339340277777778,0.4584027777777777,38.85104166666667,1.035,0.0033680555555555,1.21,0.53875,71.625,108.8,904.1484722222222
2023-02-19,33.5909375,62.56177083333333,4.492604166666667,25.667291666666667,21.1753125,4.893229166666667,8.181840277777779,0.415,38.840625,0.8894791666666667,0.0003125,1.21,0.0856249999999999,71.625,108.8,917.3033333333332
2023-02-20,33.48854166666667,62.38989583333333,4.52125,26.63416666666667,22.1134375,6.903020833333334,6.089275362318841,0.4508333333333333,38.865208333333335,0.9682291666666668,0.00125,1.21,0.3479513888888889,71.625,108.8,922.368125
2023-02-21,34.2715625,63.69593750000001,4.551041666666666,26.858125,22.306979166666665,7.618125,7.112857142857143,0.4468749999999999,38.85572916666667,0.9638541666666668,0.0011458333333333,1.21,0.3621874999999999,71.625,108.8,899.0259375
2023-02-22,36.12770833333334,66.78937499999999,4.503854166666667,26.16145833333333,21.65760416666667,6.1134375,15.172916666666666,0.4176041666666667,38.833645833333335,1.0202083333333334,0.00125,1.21,0.395,71.625,108.8,901.3789583333332
2023-02-23,36.28020833333333,67.04427083333333,4.536909722222222,27.238541666666663,22.701979166666664,8.199722222222222,11.843055555555557,0.4468749999999999,38.8153125,1.0009375,0.0031249999999999,1.21,0.3735416666666666,71.625,108.8,889.5797916666667
2023-02-24,35.075,65.026875,4.635208333333334,28.433541666666667,23.799166666666668,10.991041666666668,10.460208333333332,0.4579513888888888,38.84190972222222,1.0472222222222225,0.0039583333333333,1.21,0.416736111111111,71.625,108.8,899.0427083333334
2023-02-25,35.21315972222222,65.2635763888889,4.604340277777777,28.274444444444445,23.670416666666668,10.630625,11.160972222222222,0.4273611111111111,38.85694444444445,1.0054166666666666,0.0042708333333333,1.21,0.3118402777777777,71.625,108.8,887.3285069444445
2023-02-26,35.139895833333334,65.14291666666666,4.475520833333333,25.94541666666667,21.4709375,5.382916666666667,7.964131944444444,0.4134374999999999,38.8734375,0.8915625,0.0,1.21,0.04,71.625,108.8,880.7647916666666
2023-02-27,42.358402777777776,100.62177083333334,4.3332291666666665,30.40829861111111,30.873819444444447,15.494895833333333,7.897881944444445,0.3740972222222222,45.33354166666667,0.9481944444444445,0.0029513888888888,1.2097916666666666,0.2945138888888889,71.625,108.8,890.5953125
2023-02-28,59.28461805555556,171.58055555555555,3.2393750000000003,28.955729166666668,32.39239583333333,10.4146875,1.5863888888888888,0.545,90.91072916666668,0.8979166666666667,0.0002083333333333,1.21,0.2539583333333333,71.625,108.8,909.5884375
2023-03-01,28.5228125,109.69979166666668,3.244513888888889,26.892916666666665,28.15420138888889,7.1884375,2.023368055555556,0.2628472222222222,65.3,0.9236458333333334,0.0001041666666666,1.2079166666666663,0.2475694444444444,71.625,108.8,929.9903125
2023-03-02,55.68944444444444,166.42013888888889,3.1620833333333334,27.6228125,26.76222222222222,5.336909722222223,1.2759375000000002,0.1950347222222222,53.986666666666665,0.8845486111111112,0.0002083333333333,1.1885069444444445,0.1713194444444444,71.625,108.8,896.2359722222222
2023-03-03,79.92796875,203.27328125,3.205833333333333,31.543854166666662,28.338229166666665,8.483229166666666,2.7694927536231884,0.2179166666666666,61.312272727272735,0.9057291666666668,0.0015624999999999,1.1981944444444446,0.1232986111111111,71.625,108.8,879.8216666666667
2023-03-04,32.345,65.55177083333334,3.2434375,32.4084375,29.165104166666666,12.007291666666667,4.115208333333333,0.2196875,61.18697916666667,0.9433333333333334,0.0015624999999999,1.21,0.1241666666666666,71.625,108.8,880.3778125
2023-03-05,32.345,65.55177083333334,3.747708333333333,27.5065625,23.758750000000003,9.373229166666668,5.023645833333333,0.20375,64.2890625,0.9128571428571428,0.0010714285714285,1.2099999999999995,0.0417857142857142,71.625,108.8,874.8019791666667
2023-03-06,49.70071428571429,81.28107142857142,3.651145833333333,45.608125,41.9565625,25.9034375,3.072395833333333,0.3788541666666666,44.12145833333333,1.0425,0.1683928571428571,1.19725,0.6859615384615385,71.625,108.8,884.0366666666667
2023-03-07,79.59715277777778,112.52965277777776,6.413958333333333,46.421875,40.0084375,23.019895833333333,5.0285416666666665,0.6234375,46.78072916666667,1.0123958333333334,0.0041666666666666,1.21,0.3765624999999999,71.625,108.8,887.0870833333333
2023-03-08,75.376875,112.71715277777776,9.186458333333333,38.45229166666667,29.265104166666664,16.677604166666665,5.178333333333334,0.6496875,52.46427083333333,1.0919791666666667,0.0027083333333333,1.21,0.5913541666666667,71.625,108.8,904.3380208333332
2023-03-09,46.13815972222222,76.8971875,9.1321875,35.01979166666667,25.887395833333333,13.552708333333332,5.031770833333334,0.6725,57.43291666666667,1.164791666666667,0.0017708333333333,1.21,0.8334375,71.625,108.8,903.2595833333334
2023-03-10,41.7365625,83.3090625,9.371979166666668,33.493541666666665,24.121458333333333,10.910833333333334,4.834479166666667,0.6861458333333333,49.77222222222222,1.1487847222222225,0.0055208333333333,1.21,0.4428819444444444,71.625,108.8,907.0884027777778
2023-03-11,58.60958333333334,123.625,9.78375,31.630625,21.8475,9.178958333333332,3.2659375,0.6678125,44.40520833333333,1.1746052631578947,0.0060526315789473,1.21,0.7467982456140351,71.625,108.8,912.5373958333332
2023-03-12,45.12243055555555,93.46100694444443,10.498194444444444,33.026041666666664,22.527881944444445,14.717465277777777,3.167875,0.5867708333333334,24.78357142857143,0.0,0.0,1.62,0.5139285714285714,71.625,108.8,920.5502083333334
2023-03-13,20.79958333333333,51.99704861111112,9.797395833333333,38.03697916666667,28.239791666666665,15.753125,2.004541666666667,0.6201041666666667,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,920.0695833333332
2023-03-14,64.8009375,121.85208333333334,10.753333333333332,57.37802083333333,46.62447916666667,36.13197916666667,2.6279166666666667,0.6531597222222222,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,899.4720833333334
2023-03-15,57.07736111111111,124.56649305555555,10.311458333333333,56.19229166666667,45.880625,33.27375,2.3901136363636364,0.6347916666666666,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,911.304375
2023-03-16,57.181875,115.2790625,9.214479166666669,49.63260416666666,40.4175,23.426666666666662,3.0610416666666667,0.5971875,38.82653846153846,0.9019230769230768,0.0263461538461538,1.2004545454545454,0.7656818181818181,71.625,108.8,952.6345833333334
2023-03-17,25.101458333333337,55.78052083333333,9.797951388888889,63.70868055555556,53.91170138888889,36.48972222222222,3.335590277777777,0.6536805555555555,38.85048611111111,1.2549652777777778,0.0206597222222222,1.1858333333333333,0.8347569444444445,71.625,108.8,965.7001041666668
2023-03-18,19.20045138888889,42.609375,8.894270833333334,34.6796875,25.79274305555556,8.323055555555555,1.0729166666666667,0.6394791666666667,38.86229166666667,0.90125,0.0120833333333333,1.21,0.2540625,71.625,108.8,960.4034375
2023-03-19,16.42357638888889,36.49788194444445,8.803541666666666,26.17395833333333,17.371354166666666,1.1715873015873015,0.9962847222222222,0.6060416666666667,38.8165625,0.8608333333333333,0.0139583333333333,1.21,0.6565625,71.625,108.8,941.361875
2023-03-20,17.975868055555555,39.94552083333333,9.063541666666667,29.269895833333333,20.20625,4.722791666666667,1.1797916666666666,0.6323958333333334,38.864583333333336,0.9665625,0.0784375,1.1893749999999998,1.391875,71.625,108.8,921.1348958333332
2023-03-21,30.05072916666667,63.201875,9.254583333333334,32.50354166666667,23.24875,7.577717391304348,3.795138888888889,0.5897916666666667,38.82864583333333,1.0835416666666666,0.0391666666666666,1.21,1.050625,71.625,108.8,902.3215625
2023-03-22,55.56815972222222,109.36090277777777,9.747395833333334,30.25375,20.505729166666665,8.500416666666666,7.014270833333334,0.6908333333333334,38.8634375,1.0628846153846152,0.0924358974358974,1.21,0.6445833333333333,71.625,108.8,916.7125
2023-03-23,21.679565217391303,48.17695652173913,10.454375,38.409375,27.95520833333333,18.775,5.320833333333334,0.5798958333333334,38.869687500000005,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,916.988125
2023-03-24,21.61552083333333,48.035,9.618645833333334,52.26916666666667,42.65125,26.509444444444444,4.016770833333333,0.5681597222222222,38.84770833333334,1.3913461538461538,0.0417307692307692,1.1653846153846152,0.8781818181818182,71.625,108.8,926.4740625
2023-03-25,21.95482638888889,48.78774305555555,9.093645833333332,38.43354166666666,29.34,11.63625,5.7609375,0.6045833333333334,38.8,0.9939583333333334,0.0173958333333333,1.21,0.5429166666666666,71.625,108.8,943.17
2023-03-26,22.55391304347826,50.1216304347826,9.101458333333332,31.785208333333333,22.684270833333333,5.885173611111111,5.039375000000001,0.6103124999999999,38.840520833333336,1.0297916666666669,0.0282291666666666,1.198784722222222,0.47125,71.625,108.8,931.1748958333332
2023-03-27,20.98611111111111,46.63611111111111,9.416180555555556,33.525,24.109305555555554,12.009814814814815,5.985069444444445,0.6795138888888889,38.82579861111111,1.5171875,0.0429166666666666,1.2036111111111112,0.9369791666666668,71.625,108.8,917.0988541666668
2023-03-28,54.72173611111111,114.81541666666668,9.665833333333332,38.70885416666667,29.043229166666663,13.8925,5.602465277777778,0.6695833333333333,38.825520833333336,2.0514930555555555,0.0411111111111111,1.204375,1.2252173913043478,71.625,108.8,906.8070833333333
2023-03-29,54.821666666666665,105.54899305555556,9.818368055555554,33.807916666666664,23.989166666666662,10.564128787878788,5.168263888888888,0.5940972222222222,38.82472222222222,1.2354166666666666,0.0331249999999999,1.21,0.6312847222222222,71.625,108.8,959.8971875
2023-03-30,22.70375,50.454318181818174,9.416527777777778,28.78,19.363229166666667,4.980520833333333,5.03677536231884,0.6447916666666667,38.86184027777778,0.9786805555555556,0.0245138888888888,1.2045652173913042,0.6748188405797102,71.625,108.8,947.3173958333332
2023-03-31,46.13104166666667,91.56440972222224,9.873055555555554,29.968541666666667,20.096319444444443,9.983508771929824,5.448854166666667,0.6601736111111111,38.86961805555556,1.1869444444444444,0.0373611111111111,1.1792708333333333,1.1113541666666666,71.625,108.8,939.9846527777778
2023-04-01,24.8090625,55.131875,9.494479166666666,26.678854166666667,17.185208333333332,4.109347826086957,5.1918750000000005,0.6283333333333333,38.900104166666665,1.1030208333333331,0.0227083333333333,1.21,0.6880555555555555,71.625,108.8,925.8291666666668
2023-04-02,19.73892361111111,43.86440972222223,9.185694444444444,23.272291666666664,14.086944444444445,2.25421875,5.344895833333333,0.5978819444444444,38.86934027777777,0.8571180555555555,0.0179513888888888,1.2071875,0.2211458333333333,71.625,108.8,937.0063194444444
2023-04-03,26.011458333333334,57.80239583333333,9.094270833333333,23.32625,14.2315625,2.261277777777778,5.106215277777777,0.6365625,38.83614583333333,1.5336458333333332,0.0218749999999999,1.1930555555555555,0.6897569444444445,71.625,108.8,947.1544791666666
2023-04-04,17.8325,39.62972222222222,9.061458333333333,24.3790625,15.317291666666668,0.979375,5.292604166666666,0.605625,38.86989583333334,0.9022916666666668,0.0291666666666666,1.21,0.344375,71.625,108.8,963.0201041666666
2023-04-05,23.871811594202896,53.04989130434783,9.279528985507246,24.951811594202898,15.67235507246377,2.387303921568628,5.1415579710144925,0.6702898550724637,38.86083333333333,1.3856884057971015,0.0506159420289855,1.169891304347826,0.4855434782608696,71.625,108.8,940.0246739130436
2023-04-06,29.595961538461538,65.76826923076922,9.290384615384616,24.011602564102564,14.72205128205128,30.05270833333333,5.620064102564102,0.7153846153846154,38.874551282051286,1.4215384615384616,0.1392948717948717,1.1476923076923078,0.959102564102564,71.625,108.8,911.863846153846
2023-04-07,25.867395833333333,57.48364583333333,9.116145833333333,23.00583333333333,13.8903125,29.15625,5.682604166666667,0.6353125000000001,38.82260416666667,1.0707291666666665,0.0622916666666666,1.21,0.6946875,71.625,108.8,933.2822916666668
2023-04-08,50.57409722222221,96.2732986111111,9.128020833333332,23.3390625,14.21125,29.293125,4.7759375,0.5944791666666667,38.89958333333333,1.27375,0.015625,1.21,0.4655208333333333,71.625,108.8,918.4213541666668
2023-04-09,19.877604166666668,44.17114583333333,9.055833333333334,22.02208333333333,12.977847222222223,29.085104166666667,5.403819444444444,0.5796527777777778,38.85107638888889,0.8856597222222221,0.0119791666666666,1.2001388888888889,0.1630208333333333,71.625,108.8,928.0833333333334
2023-04-10,18.55270833333333,41.2271875,9.103368055555556,22.516388888888887,13.412604166666666,29.475,5.039791666666667,0.6418402777777777,38.853229166666665,1.033611111111111,0.0101736111111111,1.1995833333333332,0.4210416666666667,71.625,108.8,932.3336805555556
2023-04-11,21.109479166666667,46.91291666666667,9.263229166666669,24.505625,15.242916666666666,30.4746875,5.668645833333334,0.625,38.82364583333334,1.2980208333333334,0.018125,1.21,0.6622916666666666,71.625,108.8,908.8672916666666
2023-04-12,65.83704861111111,122.49565972222224,9.205416666666666,32.59888888888889,23.39295138888889,40.546527777777776,5.953659420289855,0.6315972222222223,41.907125,1.2197569444444445,0.0485416666666666,1.1752083333333332,0.7398015873015873,71.625,108.8,888.8955555555555
2023-04-13,41.31961805555556,91.8196875,8.8103125,45.71510416666666,36.90520833333333,53.44822916666666,5.965381944444445,0.7535763888888889,77.86791666666667,1.307986111111111,0.0374305555555555,1.1883333333333332,0.6863768115942029,71.625,108.8,881.9989930555556
2023-04-14,58.60381944444444,130.23121527777778,8.5128125,40.469479166666666,31.95614583333333,49.06583333333333,12.50215277777778,0.7445833333333334,90.75516666666668,1.2569791666666668,0.0220833333333333,1.188229166666667,1.0957291666666666,71.625,108.8,880.9801041666666
2023-04-15,83.74559027777778,153.10631944444444,8.567083333333334,40.610104166666666,32.043645833333336,48.820625,6.7472916666666665,0.7427083333333333,34.28,1.3305208333333334,0.0298958333333333,1.21,1.37375,71.625,108.8,889.5896875
2023-04-16,57.84840277777778,128.54847222222222,8.496875000000001,45.60854166666667,37.11208333333334,52.798125,10.359318181818182,0.7602083333333334,105.3,1.0651388888888889,0.0530555555555555,1.1316666666666666,0.3364583333333333,71.625,108.8,903.1864583333332
2023-04-17,51.69026315789474,114.8682456140351,8.528947368421052,38.662894736842105,30.133684210526315,47.72,6.383333333333333,0.7614473684210527,86.28696428571428,1.1900462962962963,0.0175462962962962,1.21,0.8383823529411765,71.625,108.8,897.1321052631578
2023-04-18,50.68524305555556,112.63322916666668,8.536979166666667,39.43541666666667,30.8990625,47.76083333333333,9.3409375,0.7585416666666666,81.32666666666667,1.1860416666666669,0.0292708333333333,1.211666666666667,0.8116666666666666,71.625,108.8,888.955
2023-04-19,53.38357638888889,118.630625,8.681041666666667,40.560208333333335,31.879166666666663,49.435520833333335,6.731770833333333,0.7883333333333332,48.948214285714286,1.213263888888889,0.0438888888888888,1.2019791666666666,0.7634375000000001,71.625,108.8,897.5903819444444
2023-04-20,73.80895833333334,148.88041666666666,8.411145833333334,34.197916666666664,25.786875,42.5028125,6.038020833333333,0.7496875,72.14442307692308,0.9915625,0.0237499999999999,1.21,0.524375,71.625,108.8,933.2448958333332
2023-04-21,63.62055555555556,129.20614583333335,8.432812499999999,34.065625000000004,25.633229166666663,42.2140625,5.1940625,0.7229166666666668,54.6459375,1.2965625,0.07125,1.21,1.0007986111111111,71.625,108.8,948.6692708333334
2023-04-22,35.555104166666666,79.01083333333334,8.535937500000001,36.1128125,27.5775,44.88541666666666,5.28875,0.7423958333333333,50.744,1.321041666666667,0.0301041666666666,1.18875,1.1084027777777778,71.625,108.8,941.8227083333333
2023-04-23,30.272291666666664,67.27177083333333,8.336562500000001,32.876666666666665,24.53979166666667,41.04916666666667,4.26,0.7067708333333332,34.28,0.9755208333333332,0.0244791666666666,1.21,0.3429166666666667,71.625,108.8,929.224375
2023-04-24,32.774375,72.83253472222222,8.281284722222223,31.97777777777777,23.69826388888889,40.63902777777778,4.885320512820512,0.7237847222222222,59.78992424242424,1.0296875,0.0088541666666666,1.1932291666666666,0.9160416666666666,71.625,108.8,942.3301736111111
2023-04-25,29.498194444444447,65.55177083333334,8.321076388888889,32.3540625,24.033125,40.28888888888888,6.544479166666666,0.6512152777777778,61.48642857142857,1.0178472222222223,0.0106597222222222,1.21,0.6088768115942029,71.625,108.8,949.2265972222222
2023-04-26,32.45690972222222,72.12902777777778,8.479166666666666,33.89666666666667,25.417916666666667,42.366215277777776,5.553090277777778,0.7204166666666666,52.998269230769225,1.1529166666666668,0.0115625,1.200972222222222,0.895,71.625,108.8,942.1859027777778
2023-04-27,39.19552083333333,87.10041666666666,8.319791666666667,32.0759375,23.75677083333333,40.236875,5.984270833333333,0.7159375,54.775,1.0435416666666666,0.0080208333333333,1.21,0.4633333333333333,71.625,108.8,942.7511458333332
2023-04-28,32.975394736842105,73.27842105263157,8.337236842105263,32.91197368421052,24.575131578947367,40.8575,6.579342105263159,0.6952631578947369,48.14065789473684,1.046184210526316,0.0103947368421052,1.21,0.5156666666666666,71.625,108.8,939.1782894736842
2023-04-29,44.902307692307694,99.77615384615385,35.34659722222222,81.15055555555556,62.13910256410256,95.70679487179488,6.02326923076923,0.7517307692307692,37.07958333333334,1.4836538461538462,0.0369230769230769,1.1997916666666666,1.6865,71.625,108.8,960.5617307692308
2023-04-30,21.289895833333333,47.31041666666667,245.6282986111111,347.0357142857143,243.9198245614035,287.17857843137256,5.599166666666666,0.6771875,47.02822916666667,0.86,0.0245833333333333,1.21,0.1011111111111111,71.625,108.8,961.895
2023-05-01,9.484895833333333,21.078541666666663,110.84673913043478,200.2874537037037,178.62412698412697,212.6988492063492,6.5839583333333325,0.6384375,36.01572916666667,0.8552083333333332,0.0087499999999999,1.21,0.0573958333333333,71.625,108.8,977.2166666666668
2023-05-02,15.99824561403509,35.55293859649123,91.49710526315788,148.29916666666668,117.62289473684211,154.8239035087719,7.511622807017543,0.6885964912280702,29.31,1.234078947368421,0.1659210526315789,1.2083333333333333,1.0174305555555556,71.625,108.8,965.7778070175438
2023-05-03,18.50239583333333,41.115625,39.03239583333333,112.50003472222222,88.7553125,129.75565972222222,6.068020833333333,0.8480208333333333,29.160000000000004,1.2189583333333334,0.0792708333333333,1.21,0.8075000000000001,71.625,108.8,980.8639583333334
2023-05-04,18.9721875,42.15979166666667,7.008125,15.4221875,22.4371875,57.34010416666666,5.446458333333333,0.7513541666666667,31.798125,1.239479166666667,0.0277083333333333,1.21,2.805277777777778,71.625,108.8,983.8608333333332
2023-05-05,17.615,39.1446875,9.07125,21.786354166666666,19.20427083333333,44.63916666666666,6.857604166666667,0.7378125,38.73552083333333,0.9563541666666668,0.0426041666666666,1.21,1.21,71.625,108.8,977.2346875
2023-05-06,22.773576388888888,50.60850694444445,10.998125,27.81305555555556,16.81579861111111,32.70708333333334,6.7882291666666665,0.7321180555555555,43.18114583333334,1.063229166666667,0.0326041666666666,1.21,2.78,71.625,108.8,987.3592708333334
2023-05-07,13.312604166666668,29.581770833333334,10.972916666666668,25.95489583333333,14.981666666666667,30.516770833333336,5.773958333333333,0.6730208333333333,36.07354166666666,0.9559375,0.0261458333333333,1.21,0.04,71.625,108.8,989.3417708333332
2023-05-08,20.48875,45.5509375,11.133645833333333,28.78427083333333,17.65125,33.01125,6.158854166666667,0.7140624999999999,24.840416666666663,1.1005208333333334,0.0567708333333333,1.21,0.5139285714285714,71.625,108.8,988.9480208333332
2023-05-09,16.80689393939394,37.34606060606061,12.054130434782609,29.68481884057971,18.01996376811594,33.82423913043478,6.519801587301587,0.5856818181818182,21.58942307692308,1.0175,0.0523188405797101,1.1952380952380952,2.295555555555556,71.625,108.8,975.6558333333334
2023-05-10,32.345,65.55177083333334,11.037395833333331,25.60427083333333,14.572083333333332,30.96875,7.466354166666666,0.7036458333333333,34.28,0.9908333333333332,0.0172916666666666,1.21,0.0253124999999999,71.625,108.8,956.816875
2023-05-11,36.73365384615385,81.62942307692309,11.033369565217392,26.61978260869565,15.600326086956525,33.176086956521736,5.469621212121212,0.7582608695652174,47.52096153846154,1.1354347826086957,0.0555434782608695,1.1588768115942027,3.48,71.625,108.8,978.2557608695652
2023-05-12,22.8390625,50.464375,9.668229166666666,20.72375,19.8225,33.36354166666667,17.19673611111111,0.7555208333333333,49.13554347826087,1.0991666666666666,0.0829166666666666,1.19375,0.5139285714285714,71.625,108.8,968.8992391304348
2023-05-13,27.379479166666663,60.8446875,7.964270833333333,14.314270833333332,22.2784375,30.2671875,19.673229166666665,0.6479166666666667,38.6959375,0.9128125,0.0598958333333333,1.21,0.5139285714285714,71.625,108.8,979.9686458333334
2023-05-14,23.07302083333333,51.27270833333333,7.871770833333333,13.347812500000002,21.219270833333333,29.480520833333333,35.37524305555556,0.6689583333333333,38.6990625,1.114270833333333,0.0221874999999999,1.21,0.5139285714285714,71.625,108.8,962.2685416666668
2023-05-15,31.646666666666665,70.32541666666667,8.045833333333333,15.117291666666668,23.163854166666667,31.46947916666667,37.125,0.6628125,38.70989583333333,1.14625,0.0758333333333333,1.21,0.5139285714285714,71.625,108.8,954.6211458333332
2023-05-16,32.46267361111111,72.1385763888889,8.08642361111111,15.94579861111111,24.03274305555556,32.32295138888889,4.356840277777778,0.6823958333333334,38.70666666666667,1.2432291666666666,0.0593402777777777,1.1926388888888888,0.5139285714285714,71.625,108.8,941.3929513888888
2023-05-17,70.69864583333333,115.881875,8.358958333333334,18.731666666666666,27.0896875,35.82666666666667,7.9678125,0.731875,38.68333333333333,2.028020833333333,0.0702083333333333,1.2044565217391303,0.5139285714285714,71.625,108.8,915.6670833333332
2023-05-18,29.48875,65.5290625,8.059895833333334,15.386875000000002,23.446875,31.6071875,7.260000000000001,0.7003125,38.72291666666667,1.1353125,0.0386458333333333,1.21,0.5139285714285714,71.625,108.8,931.83875
2023-05-19,31.7990625,70.66548611111112,7.921354166666666,15.018368055555555,22.93909722222222,30.80444444444444,6.259131944444444,0.6782638888888889,38.68940972222222,1.1183680555555555,0.0324305555555555,1.21,0.5139285714285714,71.625,108.8,929.2260763888888
2023-05-20,28.660416666666663,63.68875,8.018958333333332,15.465416666666668,23.483958333333334,31.81895833333333,4.610590277777778,0.6983333333333334,38.67864583333333,1.0977083333333333,0.0287499999999999,1.21,0.5139285714285714,71.625,108.8,955.405625
2023-05-21,21.952291666666667,48.78083333333333,7.968958333333333,16.300104166666667,24.268854166666667,31.550729166666667,5.932430555555555,0.6466666666666666,38.67958333333333,0.9053125,0.015625,1.21,0.5139285714285714,71.625,108.8,976.5442708333334
2023-05-22,20.031041666666667,44.51326388888889,7.989479166666666,16.543333333333333,24.53270833333333,31.97017361111111,4.581527777777778,0.6783333333333333,38.70517361111112,1.2314236111111112,0.0239583333333333,1.21,0.5139285714285714,71.625,108.8,967.0737152777778
2023-05-23,23.896666666666665,53.104375000000005,8.016562500000001,16.924375,24.940625,32.60541666666666,5.800381944444445,0.6888541666666667,38.70270833333333,1.4647916666666667,0.035625,1.21,0.5139285714285714,71.625,108.8,956.8738541666668
2023-05-24,20.258888888888887,45.02222222222222,7.630486111111111,10.752465277777778,18.383125,29.066666666666663,5.327222222222223,0.6806944444444444,38.70458333333333,0.9590625,0.0486111111111111,1.1850694444444445,0.5139285714285714,71.625,108.8,962.9574652777778
2023-05-25,22.76739583333333,50.595104166666665,7.516145833333333,8.954791666666667,16.47072916666667,28.92,4.054791666666667,0.6709375,38.704166666666666,1.0927083333333334,0.0388541666666666,1.21,0.5139285714285714,71.625,108.8,973.5630208333332
2023-05-26,21.523576388888888,47.83017361111112,7.471909722222222,8.82798611111111,16.298958333333335,28.92,4.056388888888889,0.6415625,38.69267361111111,0.9649305555555556,0.0363541666666666,1.21,0.5139285714285714,71.625,108.8,948.9258680555556
2023-05-27,25.16333333333333,55.94506944444444,7.504722222222223,8.815833333333334,16.3175,28.92,4.938020833333334,0.6819791666666667,38.70951388888889,1.0694444444444444,0.0538194444444444,1.21,0.5139285714285714,71.625,108.8,949.0842708333332
