date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-07-09,4.74,66.50038723976297,4.75,18.37,22.54,12.517657101414038,7.0,0.78,2.03,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,87.71,0.67,255.48,,,130.65,979.83,0.1
2020-07-10,5.42,66.50038723976297,4.42,16.78,21.2,12.517657101414038,6.99,0.75,2.74,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,90.73,0.6,250.1,,,96.94,975.83,0.13
2020-07-11,8.28,66.50038723976297,4.72,19.54,24.25,12.517657101414038,6.99,0.86,2.79,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,81.4,0.68,263.94,,,138.15,976.2,0.07
2020-07-12,5.43,66.50038723976297,3.67,15.61,19.28,12.517657101414038,6.98,0.72,3.81,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,78.68,0.75,261.94,,,158.21,974.19,0.07
2020-07-13,6.61,66.50038723976297,4.72,21.23,25.66,12.517657101414038,7.0,0.78,3.66,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,83.69,0.69,261.92,,,101.18,980.06,0.08
2020-07-14,5.92,66.50038723976297,4.45,17.92,22.37,12.517657101414038,7.01,0.81,2.79,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,86.43,0.77,263.96,,,76.46,993.35,0.08
2020-07-15,5.45,66.50038723976297,3.76,14.94,18.71,12.517657101414038,7.01,0.71,2.74,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,92.62,0.63,255.59,,,81.72,875.1160772622944,0.11
2020-07-16,7.59,66.50038723976297,3.87,14.23,17.7,12.517657101414038,6.98,0.75,2.47,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,92.67,0.64,253.75,,,100.8,875.1160772622944,0.12
2020-07-17,4.42,66.50038723976297,3.59,13.53,16.94,12.517657101414038,7.01,0.75,3.07,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,91.47,0.76,258.03,,,90.98,999.5,0.14
2020-07-18,6.0,66.50038723976297,3.77,13.66,17.43,12.517657101414038,6.98,0.67,2.53,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,88.28,0.59,253.13,,,101.31,875.1160772622944,0.12
2020-07-19,8.11,66.50038723976297,3.93,15.58,19.51,12.517657101414038,6.99,0.72,2.69,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,85.35,0.56,228.88,,,120.8,875.1160772622944,0.1
2020-07-20,5.06,66.50038723976297,4.07,15.41,19.48,12.517657101414038,6.99,0.73,2.95,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,89.05,0.52,203.99,,,132.94,995.47,0.08
2020-07-21,8.18,66.50038723976297,3.68,15.02,18.48,12.517657101414038,7.01,0.77,2.52,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,78.64,0.55,208.3,,,170.58,990.36,0.08
